Airline Name,Review Link,Number of Reviews
Flynas,https://www.tripadvisor.com/Airline_Review-d8728950-Reviews-Flynas,627 reviews
FLYONE,https://www.tripadvisor.com/Airline_Review-d10816880-Reviews-FLYONE,789 reviews
FlyPelican,https://www.tripadvisor.com/Airline_Review-d10823593-Reviews-FlyPelican,30 reviews
FlySafair,https://www.tripadvisor.com/Airline_Review-d10661141-Reviews-FlySafair,"1,136 reviews"
FMIAir,https://www.tripadvisor.com/Airline_Review-d13635961-Reviews-FMIAir,9 reviews
French bee,https://www.tripadvisor.com/Airline_Review-d11831116-Reviews-French-Bee,"3,608 reviews"
Frontier Airlines,https://www.tripadvisor.com/Airline_Review-d8729213-Reviews-Frontier-Airlines,"22,724 reviews"
Fuji Dream Airlines,https://www.tripadvisor.com/Airline_Review-d10533115-Reviews-Fuji-Dream-Airlines,103 reviews
Fuzhou Airlines,https://www.tripadvisor.com/Airline_Review-d8729200-Reviews-Fuzhou-Airlines,5 reviews
Garuda Indonesia,https://www.tripadvisor.com/Airline_Review-d8729079-Reviews-Garuda-Indonesia,"8,098 reviews"
Germanwings [Merged into Eurowings],https://www.tripadvisor.com/Airline_Review-d8729082-Reviews-Germanwings-Merged-Into-Eurowings,462 reviews
GLO Airlines (no longer operating),https://www.tripadvisor.com/Airline_Review-d10816889-Reviews-GLO-Airlines-No-Longer-Operating,8 reviews
GoAir,https://www.tripadvisor.com/Airline_Review-d10816887-Reviews-GoAir,"1,664 reviews"
GOL Airlines,https://www.tripadvisor.com/Airline_Review-d8729083-Reviews-GOL-Airlines,"17,395 reviews"
Golden Myanmar Airlines,https://www.tripadvisor.com/Airline_Review-d14190666-Reviews-Golden-Myanmar-Airlines,58 reviews
Grand China Air,https://www.tripadvisor.com/Airline_Review-d8728930-Reviews-Grand-China-Air,10 reviews
Great Dane,https://www.tripadvisor.com/Airline_Review-d19698654-Reviews-Great-Dane,10 reviews
Groupe Transair,https://www.tripadvisor.com/Airline_Review-d10824468-Reviews-Groupe-Transair,13 reviews
Gulf Air,https://www.tripadvisor.com/Airline_Review-d8728943-Reviews-Gulf-Air,"1,930 reviews"
Gum Air,https://www.tripadvisor.com/Airline_Review-d12280234-Reviews-Gum-Air,2 reviews
GX Airlines,https://www.tripadvisor.com/Airline_Review-d8729084-Reviews-GX-Airlines,5 reviews
Hainan Airlines,https://www.tripadvisor.com/Airline_Review-d8729085-Reviews-Hainan-Airlines,"1,416 reviews"
Hawaiian Airlines,https://www.tripadvisor.com/Airline_Review-d8729086-Reviews-Hawaiian-Airlines,"8,243 reviews"
Hebei Airlines,https://www.tripadvisor.com/Airline_Review-d8728959-Reviews-Hebei-Airlines,11 reviews
Helvetic Airways,https://www.tripadvisor.com/Airline_Review-d8729087-Reviews-Helvetic-Airways,306 reviews
Himalaya Airlines,https://www.tripadvisor.com/Airline_Review-d15052987-Reviews-Himalaya-Airlines,20 reviews
HK Express,https://www.tripadvisor.com/Airline_Review-d8729214-Reviews-HK-Express,"1,504 reviews"
Hong Kong Airlines,https://www.tripadvisor.com/Airline_Review-d8728935-Reviews-Hong-Kong-Airlines,"1,767 reviews"
Hongtu Airlines,https://www.tripadvisor.com/Airline_Review-d13803999-Reviews-Hongtu-Airlines,1 review
HOP!,https://www.tripadvisor.com/Airline_Review-d8728906-Reviews-HOP,"1,498 reviews"
Hunnu Air,https://www.tripadvisor.com/Airline_Review-d12878338-Reviews-Hunnu-Air,19 reviews
IBC Airways,https://www.tripadvisor.com/Airline_Review-d10533089-Reviews-IBC-Airways,1 review
Iberia,https://www.tripadvisor.com/Airline_Review-d8729089-Reviews-Iberia,"22,643 reviews"
Iberia Express,https://www.tripadvisor.com/Airline_Review-d10823588-Reviews-Iberia-Express,"3,415 reviews"
Iberojet [formerly Evelop],https://www.tripadvisor.com/Airline_Review-d10661145-Reviews-Iberojet-Formerly-Evelop,"1,752 reviews"
IBEX,https://www.tripadvisor.com/Airline_Review-d13804002-Reviews-IBEX,19 reviews
Icelandair,https://www.tripadvisor.com/Airline_Review-d8728914-Reviews-Icelandair,"8,637 reviews"
IndiGo,https://www.tripadvisor.com/Airline_Review-d8729090-Reviews-IndiGo,"9,032 reviews"
InselAir,https://www.tripadvisor.com/Airline_Review-d11831122-Reviews-InselAir,286 reviews
interCaribbean,https://www.tripadvisor.com/Airline_Review-d12878330-Reviews-InterCaribbean,276 reviews
Interjet,https://www.tripadvisor.com/Airline_Review-d8729091-Reviews-Interjet,"6,834 reviews"
IrAero,https://www.tripadvisor.com/Airline_Review-d13635962-Reviews-IrAero,51 reviews
Iran Aseman Airlines,https://www.tripadvisor.com/Airline_Review-d8729092-Reviews-Iran-Aseman-Airlines,96 reviews
IranAir,https://www.tripadvisor.com/Airline_Review-d8729093-Reviews-IranAir,199 reviews
Iraqi Airways,https://www.tripadvisor.com/Airline_Review-d8729094-Reviews-Iraqi-Airways,94 reviews
Island Air [no longer operating],https://www.tripadvisor.com/Airline_Review-d10533119-Reviews-Island-Air-No-Longer-Operating,156 reviews
Israir,https://www.tripadvisor.com/Airline_Review-d10816883-Reviews-Israir,563 reviews
Izhavia,https://www.tripadvisor.com/Airline_Review-d14190681-Reviews-Izhavia,4 reviews
Jambojet,https://www.tripadvisor.com/Airline_Review-d8728905-Reviews-Jambojet,248 reviews
Japan Airlines (JAL),https://www.tripadvisor.com/Airline_Review-d8729095-Reviews-Japan-Airlines-JAL,"9,423 reviews"
Jazeera Airways,https://www.tripadvisor.com/Airline_Review-d8729201-Reviews-Jazeera-Airways,329 reviews
JC Cambodia,https://www.tripadvisor.com/Airline_Review-d13635963-Reviews-JC-Cambodia,77 reviews
Jeju Air,https://www.tripadvisor.com/Airline_Review-d8728913-Reviews-Jeju-Air,904 reviews
Jet Airways [no longer operating],https://www.tripadvisor.com/Airline_Review-d8729097-Reviews-Jet-Airways-No-Longer-Operating,"12,088 reviews"
Jet2.com,https://www.tripadvisor.com/Airline_Review-d8729098-Reviews-Jet2com,"33,668 reviews"
JetBlue,https://www.tripadvisor.com/Airline_Review-d8729099-Reviews-JetBlue,"20,440 reviews"
Jetstar Asia Airways - Singapore,https://www.tripadvisor.com/Airline_Review-d8729042-Reviews-Jetstar-Asia-Airways-Singapore,"1,975 reviews"
Jetstar Japan,https://www.tripadvisor.com/Airline_Review-d8728896-Reviews-Jetstar-Japan,"1,232 reviews"
Jetstar Pacific Airlines - Vietnam,https://www.tripadvisor.com/Airline_Review-d8728907-Reviews-Jetstar-Pacific-Airlines-Vietnam,"1,174 reviews"
"Jetways Airlines, Kenya [NOT Jet Airways of India]",https://www.tripadvisor.com/Airline_Review-d13804009-Reviews-Jetways-Airlines-Kenya-NOT-Jet-Airways-Of-India,7 reviews
Jiangxi Air,https://www.tripadvisor.com/Airline_Review-d13804007-Reviews-Jiangxi-Air,1 review
Jin Air,https://www.tripadvisor.com/Airline_Review-d12878340-Reviews-Jin-Air,241 reviews
Jordan Aviation,https://www.tripadvisor.com/Airline_Review-d8728948-Reviews-Jordan-Aviation,93 reviews
Joy Air,https://www.tripadvisor.com/Airline_Review-d8728977-Reviews-Joy-Air,2 reviews
JSX,https://www.tripadvisor.com/Airline_Review-d10661138-Reviews-JSX,242 reviews
Jubba Airways,https://www.tripadvisor.com/Airline_Review-d8729100-Reviews-Jubba-Airways,10 reviews
Juneyao Airlines,https://www.tripadvisor.com/Airline_Review-d8728967-Reviews-Juneyao-Airlines,240 reviews
Kalstar Aviation,https://www.tripadvisor.com/Airline_Review-d11831105-Reviews-Kalstar-Aviation,20 reviews
Kam Air,https://www.tripadvisor.com/Airline_Review-d8729101-Reviews-Kam-Air,27 reviews
Kan Airlines,https://www.tripadvisor.com/Airline_Review-d8728958-Reviews-Kan-Airlines,51 reviews
Kenya Airways,https://www.tripadvisor.com/Airline_Review-d8729102-Reviews-Kenya-Airways,"3,378 reviews"
Kish Air,https://www.tripadvisor.com/Airline_Review-d8729103-Reviews-Kish-Air,45 reviews
KLM Royal Dutch Airlines,https://www.tripadvisor.com/Airline_Review-d8729104-Reviews-KLM-Royal-Dutch-Airlines,"33,515 reviews"
Korean Air,https://www.tripadvisor.com/Airline_Review-d8729105-Reviews-Korean-Air,"5,357 reviews"
KrasAvia,https://www.tripadvisor.com/Airline_Review-d12976997-Reviews-KrasAvia,1 review
Kulula,https://www.tripadvisor.com/Airline_Review-d10533103-Reviews-Kulula,"1,201 reviews"
Kunming Airlines,https://www.tripadvisor.com/Airline_Review-d8729106-Reviews-Kunming-Airlines,5 reviews
Kuwait Airways,https://www.tripadvisor.com/Airline_Review-d8729107-Reviews-Kuwait-Airways,"1,499 reviews"
La Compagnie,https://www.tripadvisor.com/Airline_Review-d10533118-Reviews-La-Compagnie,552 reviews
La Costena,https://www.tripadvisor.com/Airline_Review-d12878335-Reviews-La-Costena,18 reviews
LAM Mozambique,https://www.tripadvisor.com/Airline_Review-d10823585-Reviews-LAM-Mozambique,142 reviews
LAN Airlines (now LATAM Airlines),https://www.tripadvisor.com/Airline_Review-d8729108-Reviews-LAN-Airlines-Now-LATAM-Airlines,"3,376 reviews"
Lanmei Airlines,https://www.tripadvisor.com/Airline_Review-d13150563-Reviews-Lanmei-Airlines,154 reviews
Lao Airlines,https://www.tripadvisor.com/Airline_Review-d8729109-Reviews-Lao-Airlines,461 reviews
Lao Skyway,https://www.tripadvisor.com/Airline_Review-d12280241-Reviews-Lao-Skyway,53 reviews
Laser Airlines,https://www.tripadvisor.com/Airline_Review-d12665309-Reviews-Laser-Airlines,144 reviews
LATAM Airlines,https://www.tripadvisor.com/Airline_Review-d10290698-Reviews-LATAM-Airlines,"41,138 reviews"
Latin American Wings [no longer operating],https://www.tripadvisor.com/Airline_Review-d12976998-Reviews-Latin-American-Wings-No-Longer-Operating,30 reviews
Laudamotion,https://www.tripadvisor.com/Airline_Review-d14190667-Reviews-Laudamotion,"1,700 reviews"
LCPeru,https://www.tripadvisor.com/Airline_Review-d10823584-Reviews-LCPeru,306 reviews
LEVEL,https://www.tripadvisor.com/Airline_Review-d12665310-Reviews-LEVEL,"2,747 reviews"
LIAT,https://www.tripadvisor.com/Airline_Review-d8728900-Reviews-LIAT,436 reviews
Libyan Airlines,https://www.tripadvisor.com/Airline_Review-d8729110-Reviews-Libyan-Airlines,25 reviews
Link Airways,https://www.tripadvisor.com/Airline_Review-d14190665-Reviews-Link-Airways,77 reviews
Lion Air,https://www.tripadvisor.com/Airline_Review-d8729111-Reviews-Lion-Air,"2,226 reviews"
Loganair,https://www.tripadvisor.com/Airline_Review-d14190668-Reviews-Loganair,641 reviews
Longjiang - LJ Air,https://www.tripadvisor.com/Airline_Review-d12976999-Reviews-Longjiang-LJ-Air,1 review
Loong Air,https://www.tripadvisor.com/Airline_Review-d8729202-Reviews-Loong-Air,5 reviews
LOT Polish Airlines,https://www.tripadvisor.com/Airline_Review-d8729112-Reviews-LOT-Polish-Airlines,"6,051 reviews"
Lucky Air,https://www.tripadvisor.com/Airline_Review-d8728960-Reviews-Lucky-Air,55 reviews
Lufthansa,https://www.tripadvisor.com/Airline_Review-d8729113-Reviews-Lufthansa,"41,320 reviews"
Luxair,https://www.tripadvisor.com/Airline_Review-d8729114-Reviews-Luxair,"1,772 reviews"
Magnicharters,https://www.tripadvisor.com/Airline_Review-d11831108-Reviews-Magnicharters,385 reviews
Mahan Air,https://www.tripadvisor.com/Airline_Review-d8729115-Reviews-Mahan-Air,560 reviews
Malaysia Airlines,https://www.tripadvisor.com/Airline_Review-d8729116-Reviews-Malaysia-Airlines,"8,144 reviews"
Maldivian,https://www.tripadvisor.com/Airline_Review-d12878339-Reviews-Maldivian,96 reviews
Malindo Air,https://www.tripadvisor.com/Airline_Review-d8729203-Reviews-Malindo-Air,"3,844 reviews"
Mandarin Airlines,https://www.tripadvisor.com/Airline_Review-d10533116-Reviews-Mandarin-Airlines,89 reviews
Mango,https://www.tripadvisor.com/Airline_Review-d8729204-Reviews-Mango,"1,272 reviews"
Mann Yadanarpon Airlines,https://www.tripadvisor.com/Airline_Review-d12124794-Reviews-Mann-Yadanarpon-Airlines,112 reviews
Manta Air,https://www.tripadvisor.com/Airline_Review-d17550099-Reviews-Manta-Air,36 reviews
Mauritania Airlines,https://www.tripadvisor.com/Airline_Review-d15052988-Reviews-Mauritania-Airlines,10 reviews
Maya Island Air,https://www.tripadvisor.com/Airline_Review-d8729117-Reviews-Maya-Island-Air,244 reviews
Mayair,https://www.tripadvisor.com/Airline_Review-d13635965-Reviews-Mayair,46 reviews
MIAT Mongolian Airlines,https://www.tripadvisor.com/Airline_Review-d8729118-Reviews-MIAT-Mongolian-Airlines,231 reviews
Middle East Airlines,https://www.tripadvisor.com/Airline_Review-d8729119-Reviews-Middle-East-Airlines,889 reviews
Mistral Air,https://www.tripadvisor.com/Airline_Review-d8728933-Reviews-Mistral-Air,301 reviews
Mokulele Airlines,https://www.tripadvisor.com/Airline_Review-d10533090-Reviews-Mokulele-Airlines,209 reviews
Monacair,https://www.tripadvisor.com/Airline_Review-d19698656-Reviews-Monacair,1 review
Monarch [no longer operating],https://www.tripadvisor.com/Airline_Review-d8729192-Reviews-Monarch-No-Longer-Operating,"3,139 reviews"
Montenegro Airlines,https://www.tripadvisor.com/Airline_Review-d8729120-Reviews-Montenegro-Airlines,363 reviews
Myanmar Airways International,https://www.tripadvisor.com/Airline_Review-d8729121-Reviews-Myanmar-Airways-International,88 reviews
Myanmar National Airlines,https://www.tripadvisor.com/Airline_Review-d12124802-Reviews-Myanmar-National-Airlines,184 reviews
MyWay Airlines,https://www.tripadvisor.com/Airline_Review-d17550100-Reviews-MyWay-Airlines,8 reviews
Nam Air,https://www.tripadvisor.com/Airline_Review-d17213151-Reviews-Nam-Air,48 reviews
Nature Air (no longer operating),https://www.tripadvisor.com/Airline_Review-d13803996-Reviews-Nature-Air-No-Longer-Operating,27 reviews
Nauru Airlines,https://www.tripadvisor.com/Airline_Review-d10661152-Reviews-Nauru-Airlines,51 reviews
NEOS,https://www.tripadvisor.com/Airline_Review-d10816881-Reviews-NEOS,"5,065 reviews"
Nepal Airlines,https://www.tripadvisor.com/Airline_Review-d8729122-Reviews-Nepal-Airlines,302 reviews
Nesma Airlines Egypt,https://www.tripadvisor.com/Airline_Review-d19698657-Reviews-Nesma-Airlines-Egypt,68 reviews
Nesma Airlines Saudi Arabia,https://www.tripadvisor.com/Airline_Review-d19698658-Reviews-Nesma-Airlines-Saudi-Arabia,4 reviews
Nok Air,https://www.tripadvisor.com/Airline_Review-d8729124-Reviews-Nok-Air,"1,498 reviews"
NokScoot,https://www.tripadvisor.com/Airline_Review-d8728888-Reviews-NokScoot,233 reviews
Nordica,https://www.tripadvisor.com/Airline_Review-d10533122-Reviews-Nordica,110 reviews
Nordstar Airlines,https://www.tripadvisor.com/Airline_Review-d8728937-Reviews-Nordstar-Airlines,257 reviews
Nordwind Airlines,https://www.tripadvisor.com/Airline_Review-d10823589-Reviews-Nordwind-Airlines,"1,588 reviews"
Norwegian,https://www.tripadvisor.com/Airline_Review-d8729125-Reviews-Norwegian,"28,590 reviews"
Nouvel Air Tunise,https://www.tripadvisor.com/Airline_Review-d8729126-Reviews-Nouvel-Air-Tunise,"1,396 reviews"
NOVOAIR,https://www.tripadvisor.com/Airline_Review-d15052989-Reviews-NOVOAIR,72 reviews
Okay Airways,https://www.tripadvisor.com/Airline_Review-d8729205-Reviews-Okay-Airways,23 reviews
Olympic Air [NOT Olympus Airways],https://www.tripadvisor.com/Airline_Review-d8728889-Reviews-Olympic-Air-NOT-Olympus-Airways,"1,088 reviews"
Oman Air,https://www.tripadvisor.com/Airline_Review-d8729127-Reviews-Oman-Air,"4,985 reviews"
Onur Air,https://www.tripadvisor.com/Airline_Review-d12878331-Reviews-Onur-Air,"1,560 reviews"
OpenSkies [no longer operating],https://www.tripadvisor.com/Airline_Review-d8728981-Reviews-OpenSkies-No-Longer-Operating,109 reviews
Orbest (no longer operating),https://www.tripadvisor.com/Airline_Review-d10661144-Reviews-Orbest-No-Longer-Operating,352 reviews
Pacific Coastal Airlines,https://www.tripadvisor.com/Airline_Review-d10816894-Reviews-Pacific-Coastal-Airlines,197 reviews
Pakistan International Airlines,https://www.tripadvisor.com/Airline_Review-d8729129-Reviews-Pakistan-International-Airlines,552 reviews
PAL Airlines (Canada),https://www.tripadvisor.com/Airline_Review-d13150564-Reviews-PAL-Airlines-Canada,53 reviews
PAWA Dominicana [no longer operating],https://www.tripadvisor.com/Airline_Review-d11831120-Reviews-PAWA-Dominicana-No-Longer-Operating,122 reviews
Peach Aviation,https://www.tripadvisor.com/Airline_Review-d8728940-Reviews-Peach-Aviation,"1,666 reviews"
Pegas Fly,https://www.tripadvisor.com/Airline_Review-d12977001-Reviews-Pegas-Fly,298 reviews
Pegasus Airlines,https://www.tripadvisor.com/Airline_Review-d8728979-Reviews-Pegasus-Airlines,"7,669 reviews"
Penobscot Island Air,https://www.tripadvisor.com/Airline_Review-d11831118-Reviews-Penobscot-Island-Air,6 reviews
People's Airline,https://www.tripadvisor.com/Airline_Review-d12665308-Reviews-Peoples-Airline,37 reviews
Peruvian Airlines [no longer operating],https://www.tripadvisor.com/Airline_Review-d10533093-Reviews-Peruvian-Airlines-No-Longer-Operating,812 reviews
Philippine Airlines (PAL),https://www.tripadvisor.com/Airline_Review-d8729130-Reviews-Philippine-Airlines-PAL,"5,519 reviews"
Plus Ultra Lineas Aereas,https://www.tripadvisor.com/Airline_Review-d12280243-Reviews-Plus-Ultra-Lineas-Aereas,675 reviews
PNG Air,https://www.tripadvisor.com/Airline_Review-d10816878-Reviews-PNG-Air,26 reviews
Pobeda,https://www.tripadvisor.com/Airline_Review-d8728884-Reviews-Pobeda,"4,024 reviews"
Porter Airlines,https://www.tripadvisor.com/Airline_Review-d8728944-Reviews-Porter-Airlines,"2,298 reviews"
Precision Air,https://www.tripadvisor.com/Airline_Review-d8729131-Reviews-Precision-Air,693 reviews
Primera Air [no longer operating],https://www.tripadvisor.com/Airline_Review-d8729132-Reviews-Primera-Air-No-Longer-Operating,"1,871 reviews"
Proflight Zambia,https://www.tripadvisor.com/Airline_Review-d12878341-Reviews-Proflight-Zambia,64 reviews
Qantas,https://www.tripadvisor.com/Airline_Review-d8729133-Reviews-Qantas,"20,984 reviews"
Qatar Airways,https://www.tripadvisor.com/Airline_Review-d8729134-Reviews-Qatar-Airways,"35,219 reviews"
QAZAQ AIR,https://www.tripadvisor.com/Airline_Review-d14190669-Reviews-QAZAQ-AIR,30 reviews
Qeshm Airlines,https://www.tripadvisor.com/Airline_Review-d8728954-Reviews-Qeshm-Airlines,69 reviews
Qingdao Airlines,https://www.tripadvisor.com/Airline_Review-d8728963-Reviews-Qingdao-Airlines,6 reviews
Ravn Alaska,https://www.tripadvisor.com/Airline_Review-d13635966-Reviews-Ravn-Alaska,101 reviews
REALtonga,https://www.tripadvisor.com/Airline_Review-d10816879-Reviews-REALtonga,27 reviews
Red Wings,https://www.tripadvisor.com/Airline_Review-d12124798-Reviews-Red-Wings,779 reviews
Regent Airways,https://www.tripadvisor.com/Airline_Review-d8729135-Reviews-Regent-Airways,129 reviews
Regional Air,https://www.tripadvisor.com/Airline_Review-d10533108-Reviews-Regional-Air,10 reviews
Rex Airlines,https://www.tripadvisor.com/Airline_Review-d8729193-Reviews-Rex-Airlines,850 reviews
Rossiya Russian Airlines,https://www.tripadvisor.com/Airline_Review-d8728941-Reviews-Rossiya-Russian-Airlines,"2,780 reviews"
Royal Air Maroc,https://www.tripadvisor.com/Airline_Review-d8729136-Reviews-Royal-Air-Maroc,"5,585 reviews"
Royal Air Philippines,https://www.tripadvisor.com/Airline_Review-d19698660-Reviews-Royal-Air-Philippines,13 reviews
Royal Brunei Airlines,https://www.tripadvisor.com/Airline_Review-d8729137-Reviews-Royal-Brunei-Airlines,"1,135 reviews"
Royal Jordanian,https://www.tripadvisor.com/Airline_Review-d8729138-Reviews-Royal-Jordanian,"2,491 reviews"
Ruili Airlines,https://www.tripadvisor.com/Airline_Review-d8729139-Reviews-Ruili-Airlines,5 reviews
RusLine,https://www.tripadvisor.com/Airline_Review-d11831123-Reviews-RusLine,210 reviews
RwandAir,https://www.tripadvisor.com/Airline_Review-d8729140-Reviews-RwandAir,640 reviews
Ryanair,https://www.tripadvisor.com/Airline_Review-d8729141-Reviews-Ryanair,"88,304 reviews"
S7 airlines,https://www.tripadvisor.com/Airline_Review-d8728939-Reviews-S7-Airlines,"4,972 reviews"
Safarilink,https://www.tripadvisor.com/Airline_Review-d13150565-Reviews-Safarilink,84 reviews
Safi Airways,https://www.tripadvisor.com/Airline_Review-d8728968-Reviews-Safi-Airways,8 reviews
SalamAir,https://www.tripadvisor.com/Airline_Review-d12878332-Reviews-SalamAir,310 reviews
Samoa Airlines,https://www.tripadvisor.com/Airline_Review-d13635967-Reviews-Samoa-Airlines,54 reviews
San German Express,https://www.tripadvisor.com/Airline_Review-d11831131-Reviews-San-German-Express,15 reviews
SANSA,https://www.tripadvisor.com/Airline_Review-d10533104-Reviews-SANSA,287 reviews
Saratov/Ivolga [no longer operating],https://www.tripadvisor.com/Airline_Review-d12977002-Reviews-SaratovIvolga-No-Longer-Operating,9 reviews
SAS,https://www.tripadvisor.com/Airline_Review-d8729142-Reviews-SAS,"10,609 reviews"
SATA - Azores Airlines,https://www.tripadvisor.com/Airline_Review-d8729143-Reviews-SATA-Azores-Airlines,"1,909 reviews"
SATENA Colombia,https://www.tripadvisor.com/Airline_Review-d12124800-Reviews-SATENA-Colombia,107 reviews
Saudia Airlines,https://www.tripadvisor.com/Airline_Review-d8729144-Reviews-Saudia-Airlines,"3,846 reviews"
SaudiGulf Airlines,https://www.tripadvisor.com/Airline_Review-d12878333-Reviews-SaudiGulf-Airlines,34 reviews
SCAT Airlines,https://www.tripadvisor.com/Airline_Review-d12665297-Reviews-SCAT-Airlines,238 reviews
Scoot,https://www.tripadvisor.com/Airline_Review-d8728980-Reviews-Scoot,"6,084 reviews"
Seaborne Airlines,https://www.tripadvisor.com/Airline_Review-d10533125-Reviews-Seaborne-Airlines,279 reviews
SereneAir,https://www.tripadvisor.com/Airline_Review-d13635968-Reviews-SereneAir,97 reviews
Sevenair/AeroVIP,https://www.tripadvisor.com/Airline_Review-d11831128-Reviews-SevenairAeroVIP,11 reviews
Severstal Air Company,https://www.tripadvisor.com/Airline_Review-d11831109-Reviews-Severstal-Air-Company,28 reviews
Shaheen Air International,https://www.tripadvisor.com/Airline_Review-d8729145-Reviews-Shaheen-Air-International,34 reviews
Shandong Airlines,https://www.tripadvisor.com/Airline_Review-d8729147-Reviews-Shandong-Airlines,118 reviews
Shanghai Airlines,https://www.tripadvisor.com/Airline_Review-d8729148-Reviews-Shanghai-Airlines,283 reviews
Sharp Airlines,https://www.tripadvisor.com/Airline_Review-d13804008-Reviews-Sharp-Airlines,25 reviews
Shenzhen Airlines,https://www.tripadvisor.com/Airline_Review-d8729215-Reviews-Shenzhen-Airlines,307 reviews
Shree,https://www.tripadvisor.com/Airline_Review-d17213156-Reviews-Shree,11 reviews
Sichuan Airlines,https://www.tripadvisor.com/Airline_Review-d8729149-Reviews-Sichuan-Airlines,374 reviews
SilkAir,https://www.tripadvisor.com/Airline_Review-d8729150-Reviews-SilkAir,"2,009 reviews"
Silver Airways,https://www.tripadvisor.com/Airline_Review-d8728925-Reviews-Silver-Airways,"1,796 reviews"
Silverstone Air,https://www.tripadvisor.com/Airline_Review-d13150566-Reviews-Silverstone-Air,78 reviews
Simrik Airlines,https://www.tripadvisor.com/Airline_Review-d12665307-Reviews-Simrik-Airlines,27 reviews
Singapore Airlines,https://www.tripadvisor.com/Airline_Review-d8729151-Reviews-Singapore-Airlines,"26,420 reviews"
Sky Airline,https://www.tripadvisor.com/Airline_Review-d10533088-Reviews-Sky-Airline,"2,357 reviews"
Sky Angkor Airlines,https://www.tripadvisor.com/Airline_Review-d13804011-Reviews-Sky-Angkor-Airlines,8 reviews
Sky Express,https://www.tripadvisor.com/Airline_Review-d10533112-Reviews-Sky-Express,"3,004 reviews"
Sky Shuttle,https://www.tripadvisor.com/Airline_Review-d10816898-Reviews-Sky-Shuttle,3 reviews
Skyjet Airlines,https://www.tripadvisor.com/Airline_Review-d11831106-Reviews-Skyjet-Airlines,226 reviews
Skymark Airlines,https://www.tripadvisor.com/Airline_Review-d8729152-Reviews-Skymark-Airlines,419 reviews
SkyUp,https://www.tripadvisor.com/Airline_Review-d17213159-Reviews-SkyUp,647 reviews
Skyway Airlines,https://www.tripadvisor.com/Airline_Review-d17550101-Reviews-Skyway-Airlines,7 reviews
SkyWork Airlines [no longer operating],https://www.tripadvisor.com/Airline_Review-d11831121-Reviews-SkyWork-Airlines-No-Longer-Operating,130 reviews
Small Planet Airlines [no longer operating,https://www.tripadvisor.com/Airline_Review-d10533121-Reviews-Small-Planet-Airlines-No-Longer-Operating,"3,383 reviews"
Smartavia,https://www.tripadvisor.com/Airline_Review-d8728883-Reviews-Smartavia,528 reviews
SmartWings,https://www.tripadvisor.com/Airline_Review-d8729153-Reviews-SmartWings,"3,168 reviews"
Solaseed Air,https://www.tripadvisor.com/Airline_Review-d8728974-Reviews-Solaseed-Air,189 reviews
Solomon Airlines,https://www.tripadvisor.com/Airline_Review-d10533091-Reviews-Solomon-Airlines,52 reviews
Somon Air,https://www.tripadvisor.com/Airline_Review-d8729154-Reviews-Somon-Air,41 reviews
Sosa (Aerolineas Sosa),https://www.tripadvisor.com/Airline_Review-d10816893-Reviews-Sosa-Aerolineas-Sosa,32 reviews
Sounds Air,https://www.tripadvisor.com/Airline_Review-d10816896-Reviews-Sounds-Air,61 reviews
South African Airways,https://www.tripadvisor.com/Airline_Review-d8729155-Reviews-South-African-Airways,"4,908 reviews"
Southern Airways Express,https://www.tripadvisor.com/Airline_Review-d12665300-Reviews-Southern-Airways-Express,252 reviews
Southwest Airlines,https://www.tripadvisor.com/Airline_Review-d8729156-Reviews-Southwest-Airlines,"45,515 reviews"
SpiceJet,https://www.tripadvisor.com/Airline_Review-d8728949-Reviews-SpiceJet,"6,552 reviews"
Spirit Airlines,https://www.tripadvisor.com/Airline_Review-d8729157-Reviews-Spirit-Airlines,"28,809 reviews"
Spring Airlines,https://www.tripadvisor.com/Airline_Review-d8728929-Reviews-Spring-Airlines,356 reviews
Spring Airlines Japan,https://www.tripadvisor.com/Airline_Review-d8729206-Reviews-Spring-Airlines-Japan,156 reviews
SprintAir (Polish airline),https://www.tripadvisor.com/Airline_Review-d12280242-Reviews-SprintAir-Polish-Airline,3 reviews
SriLankan Airlines,https://www.tripadvisor.com/Airline_Review-d8729216-Reviews-SriLankan-Airlines,"3,795 reviews"
Sriwijaya Air,https://www.tripadvisor.com/Airline_Review-d10661149-Reviews-Sriwijaya-Air,750 reviews
St Barth Commuter,https://www.tripadvisor.com/Airline_Review-d10533086-Reviews-St-Barth-Commuter,20 reviews
Star Peru,https://www.tripadvisor.com/Airline_Review-d10533098-Reviews-Star-Peru,198 reviews
Starbow [no longer operating],https://www.tripadvisor.com/Airline_Review-d12124803-Reviews-Starbow-No-Longer-Operating,4 reviews
Starflyer,https://www.tripadvisor.com/Airline_Review-d8728965-Reviews-Starflyer,256 reviews
Sudan Airways,https://www.tripadvisor.com/Airline_Review-d8729158-Reviews-Sudan-Airways,5 reviews
Sun Air Express,https://www.tripadvisor.com/Airline_Review-d10661147-Reviews-Sun-Air-Express,228 reviews
Sun Country Airlines,https://www.tripadvisor.com/Airline_Review-d8700105-Reviews-Sun-Country-Airlines,"3,766 reviews"
Sunclass Airlines,https://www.tripadvisor.com/Airline_Review-d11831115-Reviews-Sunclass-Airlines,"1,289 reviews"
Sundair,https://www.tripadvisor.com/Airline_Review-d17213157-Reviews-Sundair,452 reviews
